index,name,isin,url,keyword,sheet
4,1Valour Ethereum Physical Staking Acc GBP,GB00BRBMZ190,https://www.ajbell.co.uk/market-research/LSE:1VET,,ETF
24,abrdn Future Raw Materials ETF USD Acc GBP,IE000J7QYHD8,https://www.ajbell.co.uk/market-research/LSE:ARAW,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
44,Amundi Core EURO STOXX 50 ETF EUR Acc EUR,LU1681047236,https://www.ajbell.co.uk/market-research/LSE:0A3A,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
64,Amundi Core S&P 500 Swap ETF USD Dist GBP,LU0496786657,https://www.ajbell.co.uk/market-research/LSE:LSPX,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
84,Amundi S&P World Cnsmr Disc Scrn ETF Acc,IE000NM0ALX6,https://www.ajbell.co.uk/market-research/XETR:WELJ,,ETF
104,Amundi FTSE 100 Swap ETF USD H Acc,LU1650492504,https://www.ajbell.co.uk/market-research/LSE:100H,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
124,Amundi Global Gender Equality ETF Acc GBP,LU1691909508,https://www.ajbell.co.uk/market-research/LSE:GEND,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
144,Amundi IS Core MSCI Emerg Mkts ETF Acc USD,LU1437017350,https://www.ajbell.co.uk/market-research/LSE:AEME,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
164,Amundi IS JPX-Nikkei 400 ETF-C USD Hdg USD,LU1681039217,https://www.ajbell.co.uk/market-research/LSE:JPHU,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
184,Amundi IS MSCI Switzerland ETF-C CHF GBP,LU1681044993,https://www.ajbell.co.uk/market-research/LSE:CSWG,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
204,Amundi S&P 500 Swap ETF USD Acc GBP,LU1681049018,https://www.ajbell.co.uk/market-research/LSE:500G,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
224,Amundi MSCI China ESG Sel - ETF DR (C) GBP,LU2343997487,https://www.ajbell.co.uk/market-research/LSE:CNEG,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
244,Amundi MSCI East Eurp ex Russia ETF Acc GBP,LU1900066462,https://www.ajbell.co.uk/market-research/LSE:CECL,,ETF
264,Amundi MSCI EMU SmCapESGBrdTrnstnETFDIS GBP,LU1598689153,https://www.ajbell.co.uk/market-research/LSE:MMS,,ETF
284,Amundi MSCI Millennials ETF Acc,LU2023678449,https://www.ajbell.co.uk/market-research/LSE:GENY,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
304,Amundi MSCI Robotics & AI ETF Acc EUR,LU1861132840,https://www.ajbell.co.uk/market-research/MIL:GOAI,,ETF
324,Amundi MSCI Smart Mobility ETF Acc GBP,LU2023679090,https://www.ajbell.co.uk/market-research/LSE:ELCR,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
344,Amundi MSCI World HealthCare ETF USD Acc,LU0533033311,https://www.ajbell.co.uk/market-research/LSE:HLTW,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
364,Amundi Prime All Country World ETF Inc GBP,IE0009HF1MK9,https://www.ajbell.co.uk/market-research/LSE:PACW,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
384,Amundi S&P Eurozone ClmtPrsAlgdETFAcc USD,LU2195226068,https://www.ajbell.co.uk/market-research/LSE:EPAB,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
404,Amundi US Treasury 1-3Y ETF Dist GBP,LU1407887162,https://www.ajbell.co.uk/market-research/LSE:U13G,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
424,ARK Genomic Revolution ETF A USD Acc,IE000O5M6XO1,https://www.ajbell.co.uk/market-research/LSE:ARKG,This share can be held in a Dealing account,ETF
444,Avantis Global Small Cap Val ETF USD Acc EUR,IE0003R87OG3,https://www.ajbell.co.uk/market-research/XETR:AVWS,,ETF
464,BNPP E ECPI Global ESG Blue Ecnmy ETFUSD GBP,LU2533813296,https://www.ajbell.co.uk/market-research/LSE:H2GB,This share can be held in a Dealing account,ETF
484,BNPP EASY II Nasdaq 100 ETF USD Acc EUR,IE000QDFFK00,https://www.ajbell.co.uk/market-research/MIL:ANAU,,ETF
504,BNPP E MSCI Wld SRI PABETF€Cap EUR,LU1615092217,https://www.ajbell.co.uk/market-research/LSE:EMWE,This share can be held in a Dealing account,ETF
524,CoinShares Ethereum Staking ETP GBP,GB00BLD4ZM24,https://www.ajbell.co.uk/market-research/LSE:ETHP,"This share can be held in a Dealing account, SIPP and Dividend reinvestment",ETF
544,db Physical Rhodium ETC,GB00B684MW17,https://www.ajbell.co.uk/market-research/LSE:XRH0,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
564,Fidelity Emerg Mkts Qual Inc ETF USD Acc,IE00BYSX4846,https://www.ajbell.co.uk/market-research/LSE:FEMI,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
584,Fidelity Gl Crp Bd Rsh EnhPABETFUSDInc GBP,IE00BM9GRM34,https://www.ajbell.co.uk/market-research/LSE:FSMG,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
604,Fidelity Japan Equity Rsh Enh ETF JPYAcc USD,IE00BNGFMX61,https://www.ajbell.co.uk/market-research/LSE:FJPR,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
624,Fidelity USD Corp Bd Rsh Enh PAB ETF Inc GBP,IE000JJQ6248,https://www.ajbell.co.uk/market-research/LSE:FUIS,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
644,First Trust Capital Stngth ETF A USD Acc GBP,IE00BL0L0D23,https://www.ajbell.co.uk/market-research/LSE:CAPS,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
664,First Trust Global Equity Income B USD GBP,IE00BD842Y21,https://www.ajbell.co.uk/market-research/LSE:GINC,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP, Regular investment and Dividend reinvestment",ETF
684,First Trust Lw Dur Glb Govt BdETFBGBPInc,IE00BKS2X200,https://www.ajbell.co.uk/market-research/LSE:FGOV,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
704,First Trust US Equity Income ETF D,IE00079WNSI6,,,ETF
724,First Trust Vst US Eq Bffr ETF Jan A$Acc,IE000MDKBOB3,https://www.ajbell.co.uk/market-research/LSE:FJAN,This share can be held in a Dealing account,ETF
744,FT Vest U.S. Eq Max Buffr ETF Sep u acc,IE0009DRFET8,https://www.ajbell.co.uk/market-research/LSE:MSEP,This share can be held in a Dealing account,ETF
764,Franklin FTSE Brazil UCITS ETF,IE00BHZRQY00,https://www.ajbell.co.uk/market-research/LSE:FLXB,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
784,Franklin FTSE Taiwan UCITS ETF GBP,IE000CM02H85,https://www.ajbell.co.uk/market-research/LSE:FRXT,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
804,Franklin S&P 500 Information TechETF$Acc GBP,IE000EQGURT5,https://www.ajbell.co.uk/market-research/LSE:USIN,This share can be held in a Dealing account,ETF
824,Franklin US Dividend Tilt ETF USD Acc USD,IE000HSER094,https://www.ajbell.co.uk/market-research/LSE:DVDU,This share can be held in a Dealing account,ETF
844,Global X Artificial Intlgc ETF USD Acc GBP,IE0000XTDDA8,https://www.ajbell.co.uk/market-research/LSE:AIQG,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
864,Global X Defence Tech ETF USD Acc,IE000JCW3DZ3,https://www.ajbell.co.uk/market-research/LSE:ARMR,This share can be held in a Dealing account,ETF
884,Global X FinTech ETF USD Inc GBP,IE00BLCHK052,https://www.ajbell.co.uk/market-research/LSE:FING,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA, SIPP and Dividend reinvestment",ETF
904,Global X s&p 500® Covered Call ETF-Inc,IE0002L5QB31,https://www.ajbell.co.uk/market-research/LSE:XYLU,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
924,Global X U.S. Infras Devpmt ETF USD Dis,IE00BLCHJ641,https://www.ajbell.co.uk/market-research/LSE:PAVU,This share can be held in a Dealing account,ETF
944,GS ActvBt Paris-Algnd Sst Wld Eq ETF$Acc,IE000HPBRE54,https://www.ajbell.co.uk/market-research/LSE:WRLD,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and SIPP",ETF
964,GS Glb Inc Bd Opp Actv ETF Cls Q USD Dis,IE000DHPZ1N9,https://www.ajbell.co.uk/market-research/LSE:GIBO,This share can be held in a Dealing account,ETF
984,GraniteShares 3x Long Amazon Daily ETP EUR,XS2675292218,https://www.ajbell.co.uk/market-research/LSE:3LPE,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, JISA and Dividend reinvestment",ETF
1004,GraniteShares 3x Long Facebook Daily ETP GBP,XS2656469561,https://www.ajbell.co.uk/market-research/LSE:3LFP,"This share can be held in a Dealing account, Stocks and shares ISA, Lifetime ISA, SIPP and Dividend reinvestment",ETF
